name,url,gvkey,paragraphs,words,tracking_cookies,g_fog,legal_quality
AMERICAN INTERNATIONAL GROUP,www.aig.com,1487.0,70.0,4411.0,28.0,21.150033999999998,0.73598719
APARTMENT INVST & MGMT CO,www.aimco.com,30490.0,22.0,2347.0,1.0,20.703873,0.28830782
AIMIA INC,www.aimia.com,164169.0,8.0,253.0,4.0,15.213117,-0.34412563
AIRBOSS OF AMERICA CORP,www.airbossofamerica.com,20525.0,60.0,4245.0,0.0,22.473876999999998,-0.204864
AIR CANADA,www.aircanada.com,164190.0,70.0,4239.0,26.0,15.607838000000001,0.37392274
AIR FRANCE - KLM,www.airfranceklm.com,101475.0,100.0,9311.0,0.0,17.555058,0.16846052
AIR LEASE CORP,www.airleasecorp.com,186278.0,15.0,995.0,0.0,20.876217,0.33054146
AIR PRODUCTS & CHEMICALS INC,www.airproducts.com,1209.0,16.0,470.0,0.0,16.859023999999998,-0.11053734
AIXTRON SE,www.aixtron.com,216019.0,89.0,3884.0,0.0,13.684911999999999,0.67049009
ARTHUR J GALLAGHER & CO,www.ajg.com,4973.0,66.0,3133.0,19.0,18.934969,1.544921
AKAMAI TECHNOLOGIES INC,www.akamai.com,125595.0,31.0,946.0,0.0,21.396975,0.023035651
AKCEA THERAPEUTICS INC,www.akceatx.com,32046.0,10.0,743.0,0.0,14.950084,-0.62719309
AKEBIA THERAPEUTICS INC,www.akebia.com,19859.0,15.0,676.0,2.0,18.534057999999998,0.098301612
AKITA DRILLING LTD  -CL A,www.akita-drilling.com,26131.0,16.0,897.0,0.0,22.153921,0.61823076
AKORN INC,www.akorn.com,14304.0,36.0,2058.0,0.0,16.720097,-0.27307382
AK STEEL HOLDING CORP,www.aksteel.com,29968.0,55.0,3614.0,0.0,17.984596,0.48695299
AKZO NOBEL NV,www.akzonobel.com,15334.0,35.0,1580.0,1.0,17.065359,0.95936793
ALAMO GROUP INC,www.alamo-group.com,27960.0,15.0,1010.0,0.0,16.021368,-0.23231357
ALAMOS GOLD INC,www.alamosgold.com,123455.0,25.0,2727.0,9.0,21.854387,0.019720426
ALARIS ROYALTY CORP,www.alarisroyalty.com,181804.0,19.0,1457.0,2.0,18.625408,0.40530819
ALARM.COM HOLDINGS INC,www.alarm.com,24135.0,5.0,2434.0,6.0,22.332674,0.29211816
ALASKA AIR GROUP INC,www.alaskaair.com,1230.0,105.0,4503.0,8.0,18.045485,0.93566543
ALASKA COMMUNICATIONS SYS GP,www.alaskacommunications.com,126555.0,38.0,2457.0,1.0,17.72261,-0.15489029999999998
ALBEMARLE CORP,www.albemarle.com,29751.0,32.0,1277.0,0.0,17.840342,1.0969271999999999
ALBANY INTL CORP  -CL A,www.albint.com,14084.0,7.0,273.0,0.0,14.534266,-0.39657262
ALBIREO PHARMA INC,www.albireopharma.com,29018.0,45.0,2830.0,0.0,15.009271,1.0080556
ALCANNA INC,www.alcanna.com,165829.0,31.0,2052.0,2.0,18.480145,0.58511937
ALCENTRA CAPITAL CORP,www.alcentracapital.com,20550.0,77.0,3220.0,0.0,21.245193,1.2321107
ALCOA CORP,www.alcoa.com,27638.0,50.0,2506.0,3.0,21.286686,1.544921
ALDER BIOPHARMACEUTICALS INC,www.alderbio.com,20033.0,23.0,1655.0,0.0,19.071918,-0.19304115
ALERUS FINANCIAL CORP,www.alerus.com,18434.0,5.0,228.0,10.0,24.418711,-0.16361058
ALEXANDER & BALDWIN INC,www.alexanderbaldwin.com,11756.0,8.0,382.0,0.0,18.160695999999998,-0.64488822
ALEXION PHARMACEUTICALS INC,www.alexion.com,62263.0,4.0,216.0,1.0,18.113042999999998,-0.26109445
ALGOMA CENTRAL CORP,www.algonet.com,1262.0,8.0,468.0,1.0,15.919657999999998,-0.15906151
ALGONQUIN POWER & UTIL CORP,www.algonquinpower.com,115044.0,26.0,1296.0,1.0,21.394672,0.11286621
ALICO INC,www.alicoinc.com,1266.0,4.0,106.0,0.0,12.349686,-0.36586201
ALIGN TECHNOLOGY INC,www.aligntech.com,141384.0,39.0,2205.0,3.0,17.465120000000002,0.10747069
ALIMERA SCIENCES INC,www.alimerasciences.com,180363.0,22.0,1419.0,1.0,23.533693,0.66477394
ALIO GOLD INC,www.aliogold.com,175236.0,34.0,2872.0,1.0,21.77471,-0.1862662
ALJ REGIONAL HOLDINGS INC,www.aljregionalholdings.com,62582.0,36.0,624.0,1.0,22.623955,-0.23859937
ALKERMES PLC,www.alkermes.com,24302.0,25.0,2460.0,1.0,16.727076999999998,0.042109184
ALLEGHANY CORP,www.alleghany.com,1274.0,14.0,943.0,9.0,17.245533,0.45953694
ALLEGIANCE BANCSHARES INC,www.allegiancebank.com,26270.0,17.0,450.0,2.0,16.596619,-0.65868336
ALLEGION PLC,www.allegion.com,316056.0,67.0,3656.0,0.0,17.018127,1.2313459
ALLERGAN PLC,www.allergan.com,27845.0,7.0,326.0,0.0,16.198267,-0.42946482
ALLIANCE DATA SYSTEMS CORP,www.alliancedata.com,143974.0,18.0,1241.0,0.0,17.207846,0.57184887
ALLIANCE MMA INC,www.alliancemma.com,27868.0,3.0,182.0,3.0,12.960386,-6.741864200000001
ALLIANT ENERGY CORP,www.alliantenergy.com,11554.0,32.0,1418.0,1.0,18.690428,0.38613272
ALLIANZ SE,www.allianz.com,15724.0,29.0,1197.0,0.0,22.953468,1.5041969
ALLIED HEALTHCARE PRODS INC,www.alliedhpi.com,24837.0,66.0,3504.0,0.0,21.296062,-0.35280955
ALLIED MOTION TECHNOLOGIES,www.alliedmotion.com,5520.0,18.0,1272.0,0.0,15.721151999999998,-0.32249954
ALLIED PPTYS REAL ESTATE INV,www.alliedreit.com,152828.0,13.0,816.0,0.0,14.587543,-0.85629195
ALLISON TRANSMISSION HLDGS,www.allisontransmission.com,177966.0,31.0,2759.0,1.0,19.121735,-0.39854515
ALLOT COMMUNICATIONS LTD,www.allot.com,176021.0,20.0,1104.0,7.0,17.494375,-0.44740859
ALLSCRIPTS HEALTHCARE SOLTNS,www.allscripts.com,181104.0,41.0,2604.0,5.0,17.315472,1.3024117
ALLSTATE CORP,www.allstate.com,28349.0,59.0,3019.0,26.0,16.46623,0.056373607
ALLY FINANCIAL INC,www.ally.com,5072.0,41.0,1759.0,16.0,14.954678,0.24749337
ALMADEN MINERALS LTD,www.almadenminerals.com,22570.0,159.92,9791.4697,1.0,25.537382,-0.41215852
ALMONTY INDUSTRIES INC,www.almonty.com,189598.0,6.0,414.0,0.0,16.203615,-0.28625885
ALNYLAM PHARMACEUTICALS INC,www.alnylam.com,264265.0,39.0,2486.0,3.0,20.555944,0.64758092
ALPHA PRO TECH LTD,www.alphaprotech.com,62072.0,7.0,247.0,0.0,15.520782,-0.30647731
ALPHATEC HOLDINGS INC,www.alphatecspine.com,166555.0,28.0,1519.0,1.0,16.508298999999997,-0.035581533
ALPINE IMMUNE SCIENCES INC,www.alpineimmunesciences.com,32245.0,48.0,2428.0,0.0,18.365932,-0.57515877
ALTAGAS LTD,www.altagas.ca,122194.0,13.0,1291.0,0.0,20.10985,-0.25117642
ALTAIR ENGINEERING INC,www.altair.com,32530.0,23.0,1450.0,1.0,21.408722,0.95711946
ALTERYX INC,www.alteryx.com,30655.0,35.0,1980.0,10.0,17.296951,1.544921
ALTICE USA INC,www.alticeusa.com,12485.0,25.0,1679.0,1.0,17.085844,-0.51695603
ALTIGEN COMMUNICATIONS INC,www.altigen.com,124355.0,23.0,1489.0,0.0,14.905221,0.51350176
ALTIMMUNE INC,www.altimmune.com,31249.0,7.0,421.0,2.0,20.864676,-0.38381919
ALTISOURCE PORTFOLIO SOLTNS,www.altisource.com,183312.0,32.0,1907.0,1.0,18.482637,0.65848601
ALTRA INDUSTRIAL MOTION CORP,www.altramotion.com,176247.0,25.0,2809.0,2.0,19.496853,-0.42809463
ALTRIA GROUP INC,www.altria.com,8543.0,24.0,1765.0,1.0,16.660252,-0.26844218
ALTURA ENERGY INC,www.alturaenergy.ca,170385.0,11.0,826.0,0.0,19.20425,0.25281417
ALTUS GROUP LTD,www.altusgroup.com,163968.0,25.0,1542.0,3.0,20.59301,0.79634714
AMAG PHARMACEUTICALS INC,www.amagpharma.com,12250.0,30.0,2711.0,0.0,17.028086,0.16965747
AMARIN CORP,www.amarincorp.com,28027.0,16.0,1250.0,0.0,16.448933,-0.46619844
A-MARK PRECIOUS METALS INC,www.amark.com,19172.0,5.0,199.0,0.0,16.81617,-0.47037041
AMAZON.COM INC,www.amazon.com,64768.0,80.0,3072.0,20.0,19.286661,1.2694468
AMBAC FINANCIAL GROUP INC,www.ambac.com,24287.0,26.0,2517.0,1.0,20.561745000000002,-0.49478331
AMBER ROAD INC,www.amberroad.com,19989.0,39.0,2401.0,6.0,17.435137,1.1058769
AMBEV SA,www.ambev.com.br,201140.0,32.0,1516.0,4.0,22.507054999999998,-0.072268777
AMC NETWORKS INC,www.amcnetworks.com,187406.0,34.0,2855.0,0.0,18.417099,0.51883942
AMCON DISTRIBUTING CO,www.amcon.com,61122.0,68.0,4154.0,0.0,20.256435,-0.31855422
AMC ENTERTAINMENT HOLDINGS,www.amctheatres.com,177637.0,6.0,468.0,6.0,16.288315,0.70232582
ADVANCED MICRO DEVICES,www.amd.com,1161.0,30.0,1778.0,28.0,20.961477,0.85193104
AMDOCS,www.amdocs.com,111880.0,61.0,2979.0,6.0,19.86874,1.3899633999999998
AMEDICA CORP,www.amedica.com,177981.0,3.0,180.0,1.0,12.906322,-6.771567299999999
AMEDISYS INC,www.amedisys.com,30612.0,29.0,2005.0,5.0,17.233334,-0.07884717
AMERESCO INC,www.ameresco.com,185128.0,56.0,2732.0,2.0,16.551849,0.45130295
AMERI HOLDINGS INC,www.ameri100.com,24199.0,12.0,601.0,2.0,16.31069,-0.20783243
AMERICAN EQTY INVT LIFE HLDG,www.american-equity.com,156383.0,13.0,521.0,0.0,16.705244,-0.043906033
AMERICAN VANGUARD CORP,www.american-vanguard.com,1585.0,17.0,1613.0,1.0,18.839659,-0.68373775
AAC HOLDINGS INC,www.americanaddictioncenters.org,178698.0,37.0,2330.0,26.0,14.919247,0.16758265
AMERICAN ASSETS TRUST INC,www.americanassetstrust.com,185549.0,57.0,4285.0,0.0,20.688398,-0.36906314
AMERICAN BUSINESS BANK/CA,www.americanbusinessbank.com,121073.0,13.0,410.0,0.0,15.435739000000002,-0.51914072
AMERICAN CAMPUS COMMUNITIES,www.americancampus.com,161048.0,17.0,1853.0,3.0,19.333804999999998,0.099938311
AMERICAN CRYOSTEM CORP,www.americancryostem.com,187449.0,32.0,1987.0,0.0,20.084419,-0.319884
AMERICAN EXPRESS CO,www.americanexpress.com,1447.0,5.0,126.0,1.0,12.279366,-0.30582285
AMERICAN HOMES 4 RENT,www.americanhomes4rent.com,17639.0,25.0,2096.0,2.0,21.035192000000002,-0.31873241
AMERICAN MIDSTREAM PRT -OLD,www.americanmidstream.com,186845.0,3.0,59.540001000000004,1.0,21.858535999999997,-0.35638586
AMERICAN MIDSTREAM PTNRS LP,www.americanmidstream.com,33700.0,3.0,59.540001000000004,1.0,21.858535999999997,-0.35638586
AMERICAN NATIONAL INSURANCE,www.americannational.com,1526.0,4.0,254.0,0.0,18.860367,0.0050879540000000004
AMERICAN PUBLIC EDUCATION,www.americanpubliceducation.com,178797.0,39.0,2467.0,1.0,19.366817,1.4106359
AMERICAN RAILCAR INDS INC,www.americanrailcar.com,165358.0,19.0,1444.0,0.0,15.397159,-0.61006844
AMERICAN RENAL ASSOCS HLDGS,www.americanrenal.com,26126.0,9.0,323.0,0.0,18.150195999999998,-0.17049141
AMERICAN RIVER BANKSHARES,www.americanriverbank.com,60983.0,13.0,396.0,1.0,16.507595000000002,-0.26775813
AMERICAN TOWER CORP,www.americantower.com,105365.0,26.0,1850.0,1.0,19.514532,0.07811749
AMERIGAS PARTNERS  -LP,www.amerigas.com,61839.0,17.0,1103.0,12.0,15.426528,-0.45908049
AMERINAC HOLDING CORP,www.amerinac.com,106574.0,14.0,548.0,0.0,18.444405,-0.47078219
AMERIPRISE FINANCIAL INC,www.ameriprise.com,164708.0,4.0,124.0,8.0,11.837566,-0.38191244
AMERISAFE INC,www.amerisafe.com,164572.0,15.0,802.0,2.0,22.276554,0.24603048
AMERIS BANCORP,www.amerisbank.com,30222.0,36.0,2129.0,6.0,17.305914,0.10034256
AMERISERV FINANCIAL INC/PA,www.ameriserv.com,17269.0,5.0,274.0,4.0,18.727272,-0.30468428
AMERISOURCEBERGEN CORP,www.amerisourcebergen.com,31673.0,66.0,3769.0,1.0,17.852203,0.46794355
AMERITYRE CORP,www.amerityre.com,63798.0,17.0,972.0,0.0,15.471272,-0.57059622
AMES NATIONAL CORP,www.amesnational.com,31718.0,3.0,151.0,0.0,16.436363,-0.42999536
AMETEK INC,www.ametek.com,1598.0,50.0,2238.0,1.0,20.107382,1.1246721000000002
AFFILIATED MANAGERS GRP INC,www.amg.com,65886.0,17.0,2426.0,0.0,21.214523,-0.88124055
AMGEN INC,www.amgen.com,1602.0,9.0,232.0,3.0,13.705810000000001,-0.4310998
AMICUS THERAPEUTICS INC,www.amicusrx.com,175008.0,29.0,1791.0,4.0,20.560595000000003,0.73805982
AMKOR TECHNOLOGY INC,www.amkor.com,110039.0,70.0,3207.0,0.0,19.531202,0.9783171999999999
AMERICAN NATL BANKSHARES,www.amnb.com,17367.0,9.0,566.0,2.0,14.541692000000001,-0.21871702
AMN HEALTHCARE SERVICES INC,www.amnhealthcare.com,144520.0,47.0,3337.0,5.0,18.437717000000003,0.35289365
AMPHASTAR PHARMACEUTICLS INC,www.amphastar.com,20659.0,7.0,591.0,0.0,16.365545,-0.72003561
AMPHENOL CORP,www.amphenol.com,14282.0,38.0,1988.0,2.0,18.569288,0.73034024
AMPLIPHI BIOSCIENCES CORP,www.ampliphibio.com,30236.0,27.0,1990.0,0.0,18.311735000000002,0.2554363
AMTRUST FINANCIAL SERVICES,www.amtrustfinancial.com,166005.0,45.0,2929.0,3.0,17.992182,0.20500349999999998
AMERICAN WATER WORKS CO INC,www.amwater.com,179437.0,27.0,2019.0,0.0,19.368986,0.02426685
AMYRIS INC,www.amyris.com,184717.0,22.0,1897.0,1.0,14.870153,-0.019786071000000002
ANACONDA MINING INC,www.anacondamining.com,64695.0,1.0,59.540001000000004,3.0,21.527273,-0.11726568
ANADARKO PETROLEUM CORP,www.anadarko.com,11923.0,8.0,284.0,0.0,19.716599,-0.39201918
ANALOG DEVICES,www.analog.com,1632.0,24.0,1317.0,5.0,22.764175,0.07237320400000001
ANALOGIC CORP,www.analogic.com,1633.0,22.0,1341.0,3.0,20.080238,0.55564201
ANCHOR BANCORP/WA,www.anchornetbank.com,181515.0,29.0,1640.0,0.0,18.419629999999998,0.44482988
ANDEAVOR,www.andeavor.com,10466.0,28.0,1692.0,3.0,19.901308,-0.6439901
ANDEAVOR LOGISTICS LP,www.andeavorlogistics.com,186206.0,26.0,1635.0,2.0,20.338039000000002,-0.64613241
ANIKA THERAPEUTICS INC,www.anikatherapeutics.com,28209.0,22.0,1681.0,0.0,16.944292,0.33393955
ANI PHARMACEUTICALS INC,www.anipharmaceuticals.com,18204.0,19.0,2068.0,0.0,18.591988,-0.10557903
ANIXTER INTL INC,www.anixter.com,6196.0,30.0,1565.0,1.0,18.971523,0.30200505
ANSYS INC,www.ansys.com,63080.0,58.0,2987.0,0.0,24.530506,1.3489183
ANTERO MIDSTREAM PARTNERS LP,www.anteromidstream.com,19770.0,7.0,753.0,0.0,20.646084,-0.34631702
ANTERO RESOURCES CORP,www.anteroresources.com,18465.0,7.0,732.0,0.0,20.477058,-0.34631702
ANTHEM INC,www.antheminc.com,145046.0,13.0,759.0,1.0,14.240945000000002,-0.41345733
ANTHERA PHARMACEUTCLS INC,www.anthera.com,183879.0,1.0,59.540001000000004,0.0,18.9,-0.29727659
APPLIED OPTOELECTRONICS INC,www.ao-inc.com,18564.0,10.0,859.0,0.0,15.211692000000001,-0.70958477
AON PLC,www.aon.com,3221.0,85.0,3926.0,5.0,19.564003,1.3343898
ALPHA AND OMEGA SEMICONDUCTR,www.aosmd.com,184604.0,17.0,907.0,0.0,15.892558,-0.33710948
SMITH (A O) CORP,www.aosmith.com,9771.0,40.0,2816.0,1.0,20.826141,1.0497905
APACHE CORP,www.apachecorp.com,1678.0,2.0,80.0,1.0,15.01358,-0.23897636
APOLLO GLOBAL MANAGEMENT LLC,www.apollo.com,184254.0,53.0,2748.0,0.0,19.315445,1.2348477
APOLLO ENDOSURGERY INC,www.apolloendo.com,29687.0,50.0,1967.0,0.0,15.864001000000002,0.46661288
APOLLO COMMERCIAL RE FIN INC,www.apolloreit.com,183606.0,31.0,1883.0,1.0,16.697001999999998,0.79536158
APPFOLIO INC,www.appfolioinc.com,24071.0,29.0,1905.0,0.0,16.880995000000002,0.088659436
APPIAN CORPORATION,www.appian.com,31236.0,6.0,235.0,0.0,14.720131,-0.37954488
APPLE INC,www.apple.com,1690.0,10.0,524.0,0.0,12.015659,-0.30916378
APPLE HOSPITALITY REIT INC,www.applehospitalityreit.com,23977.0,9.0,659.0,0.0,16.38179,-0.48191145
APPLIED INDUSTRIAL TECH INC,www.applied.com,2101.0,21.0,1430.0,0.0,16.722748,-0.31192070000000005
APPLIED MATERIALS INC,www.appliedmaterials.com,1704.0,25.0,1582.0,1.0,18.014568,0.65798467
APPROACH RESOURCES INC,www.approachresources.com,178798.0,7.0,793.0,0.0,15.804369,-0.39592889
APPTIO INC,www.apptio.com,27909.0,45.0,2487.0,7.0,17.068949,1.0087283
APRICUS BIOSCIENCES INC,www.apricusbio.com,62110.0,9.0,1248.0,0.0,19.439056,-0.31248799
APTARGROUP INC,www.aptar.com,28176.0,62.0,3007.0,0.0,19.895657999999997,0.38425049
APTEVO THERAPEUTICS INC,www.aptevotherapeutics.com,27338.0,18.0,839.0,0.0,16.143244,0.09878125800000001
APTIV PLC,www.aptiv.com,118122.0,19.0,697.0,3.0,13.878573999999999,0.50877428
AQUA AMERICA INC,www.aquaamerica.com,8542.0,31.0,2829.0,1.0,19.037968,-0.64726889
AQUABOUNTY TECHNOLOGIES INC,www.aquabounty.com,275862.0,19.0,1563.0,1.0,18.567389000000002,-0.20961496
AQUANTIA CORP,www.aquantia.com,32524.0,18.0,615.0,1.0,13.109349,0.5484760999999999
AQUAVENTURE HOLDINGS LTD,www.aquaventure.com,26272.0,10.0,1260.0,0.0,17.735512,-0.25650632
ARALEZ PHARMACEUTICALS INC,www.aralez.com,140672.0,17.0,1491.0,0.0,19.230535999999997,0.34444767
ARAMARK,www.aramark.com,186858.0,36.0,1959.0,3.0,18.152707999999997,0.044113759
ARATANA THERAPEUTICS,www.aratana.com,17567.0,31.0,2080.0,0.0,16.869083,-0.15098229
ARBOR REALTY TRUST INC,www.arbor.com,160173.0,16.0,916.0,1.0,14.796985999999999,-0.44447821
ARBUTUS BIOPHARMA CORP,www.arbutusbio.com,62475.0,11.0,1535.0,2.0,17.863766000000002,-0.43541434
ARCBEST CORP,www.arcb.com,1743.0,29.0,1493.0,8.0,16.936660999999997,0.59694743
ARCELORMITTAL,www.arcelormittal.com,65248.0,17.0,1000.0,0.0,16.69545,-0.19962768
ARC GROUP WORLDWIDE INC,www.arcgroupworldwide.net,13679.0,45.0,3142.0,0.0,23.272278,-0.30976954
ARCH CAPITAL GROUP LTD,www.archcapgroup.com,61302.0,102.0,4858.0,2.0,21.872911,1.4202553
ARCH COAL INC,www.archcoal.com,14793.0,16.0,1836.0,2.0,15.813745,-0.43480667
ARCHROCK INC,www.archrock.com,65009.0,15.0,1564.0,1.0,19.729725,0.054365147
ARCHROCK PARTNERS LP,www.archrock.com/aplp,175741.0,15.0,1560.0,2.0,19.469509,0.054365147
ARCIMOTO INC,www.arcimoto.com,32456.0,17.0,1331.0,6.0,17.331276000000003,0.16381912
ARCONIC INC,www.arconic.com,28192.0,42.0,2712.0,4.0,18.368707999999998,-0.27999511
ARC RESOURCES LTD,www.arcresources.com,105239.0,22.0,657.0,0.0,20.088037,0.41116011
ARCUS BIOSCIENCES INC,www.arcusbio.com,33133.0,17.0,938.0,0.0,14.864454,0.23519461
ARDAGH GROUP SA,www.ardaghgroup.com,30571.0,73.0,3057.0,0.0,17.377031,1.1288283000000001
ARDELYX INC,www.ardelyx.com,20645.0,1.0,78.0,0.0,13.419487,-0.27789822
ALEXANDRIA R E EQUITIES INC,www.are.com,64821.0,10.0,807.0,0.0,13.91435,0.68505836
ARENA MINERALS INC,www.arenaminerals.com,105276.0,7.0,914.0,1.0,23.262653,-0.36038971
ARENA PHARMACEUTICALS INC,www.arenapharm.com,138122.0,39.0,1911.0,0.0,16.548796,0.94473493
ARES CAPITAL CORP,www.arescapitalcorp.com,161966.0,49.0,2745.0,0.0,18.723495,0.83471519
ARES COMMERCIAL REAL ESTATE,www.arescre.com,189516.0,49.0,2745.0,0.0,18.637665,0.79725367
ARES MANAGEMENT LP,www.aresmgmt.com,20412.0,48.0,2705.0,0.0,18.60626,0.81615824
ARGO GROUP INTL HOLDINGS LTD,www.argolimited.com,15364.0,32.0,1944.0,1.0,18.381897,0.20273067
ARISTA NETWORKS INC,www.arista.com,20748.0,39.0,2481.0,2.0,18.429835999999998,1.3506109
ARITZIA INC,www.aritzia.com,187163.0,47.0,2999.0,3.0,23.00931,1.2460809
ARK RESTAURANTS CORP,www.arkrestaurants.com,11872.0,4.0,69.0,0.0,19.597101000000002,-0.32365555
ALLIANCE RESOURCE PTNRS  -LP,www.arlp.com,122915.0,11.0,1028.0,0.0,16.504988,-0.38568839
ARMANINO FOODS DISTINCTION,www.armaninofoods.com,21506.0,25.0,1647.0,0.0,15.552732,-0.14414975
ARMSTRONG WORLD INDUSTRIES,www.armstrongceilings.com,175689.0,69.0,3154.0,0.0,17.715301999999998,0.48767179
ARMSTRONG FLOORING INC,www.armstrongflooring.com,26343.0,49.0,2597.0,1.0,16.109373,-0.028320786
AROTECH CORP,www.arotech.com,29762.0,3.0,180.0,0.0,12.906322,-6.771567299999999
ARQULE INC,www.arqule.com,63789.0,17.0,1436.0,0.0,16.640154000000003,-0.66682488
ARRAY BIOPHARMA INC,www.arraybiopharma.com,141197.0,16.0,1088.0,9.0,17.160118,-0.80269295
ARRIS INTERNATIONAL PLC,www.arris.com,28853.0,18.0,917.0,3.0,19.494734,-0.45750743
ARROW ELECTRONICS INC,www.arrow.com,1773.0,57.0,2068.0,1.0,19.479044000000002,0.73528469
ARROWHEAD PHARMACEUTICALS,www.arrowheadpharma.com,28806.0,7.0,236.0,0.0,17.23661,-0.45254028
ARTISAN PARTNERS ASSET MGMT,www.artisanpartners.com,16113.0,10.0,680.0,0.0,18.537464,-0.20620526
ARTIS REIT,www.artisreit.com,158765.0,21.0,1017.0,1.0,17.49638,0.34710756
ASA GOLD AND PRECIOUS METALS,www.asaltd.com,1062.0,3.0,181.0,1.0,22.69758,-0.24802738
ASANKO GOLD INC,www.asanko.com,144183.0,13.0,679.0,3.0,13.090974000000001,0.027941367
STEWARDSHIP FINANCIAL CORP,www.asbnow.com,65444.0,15.0,839.0,0.0,16.949831,-0.41577813
ASCENA RETAIL GROUP INC,www.ascenaretail.com,4072.0,7.0,674.0,0.0,18.420544,0.33330324
ASCENDIS PHARMA AS -ADR,www.ascendispharma.com,22604.0,10.0,405.0,0.0,17.433641,0.27051842
ASCENT CAPITAL GROUP INC,www.ascentcapitalgroupinc.com,180821.0,24.0,945.0,0.0,18.485346,0.23123495
ASCENT SOLAR TECHNOLOGIES,www.ascentsolar.com,166460.0,16.0,751.0,2.0,14.570951,-0.58641571
SCHULMAN (A.) INC,www.aschulman.com,9472.0,20.0,1059.0,4.0,17.807774,0.63558823
ASE INDUSTRIAL HLDNG CO,www.aseglobal.com,213412.0,8.0,362.0,0.0,22.298683,-0.42999536
ASGN INC,www.asgn.com,25749.0,15.0,679.0,4.0,16.596079,-0.086490229
ASHFORD INC,www.ashfordinc.com,22119.0,23.0,1063.0,0.0,13.994803,-0.06307715900000001
ASHLAND GLOBAL HOLDINGS INC,www.ashland.com,1794.0,52.0,2890.0,0.0,19.412516,1.1871128
AMERICAN SHARED HSPTL SERV,www.ashs.com,1559.0,9.0,1074.0,1.0,16.770807,-0.44112706
ASIA EQUITY EXCHANGE GRP INC,www.asiaotcmarkets.com,27211.0,23.0,765.0,2.0,19.596144,0.30893451
ASM INTERNATIONAL NV,www.asm.com,1166.0,9.0,955.0,1.0,14.468957000000001,-0.014802668
ASML HOLDING NV,www.asml.com,61214.0,24.0,1008.0,6.0,13.407430999999999,0.44783574
ASPEN INSURANCE HOLDINGS LTD,www.aspen.co,157353.0,56.0,4038.0,0.0,20.343489,-0.1051319
ASPEN TECHNOLOGY INC,www.aspentech.com,30870.0,43.0,1929.0,5.0,17.204134,0.84920698
ASSEMBLY BIOSCIENCES INC,www.assemblybio.com,185289.0,27.0,1387.0,0.0,17.295551,0.12524875
ASSOCIATED CAPITAL GROUP INC,www.associated-capital-group.com,26413.0,8.0,599.0,0.0,15.830295000000001,-0.31249297
ASSOCIATED BANC-CORP,www.associatedbank.com,11842.0,18.0,659.0,3.0,14.606060999999999,-0.53065276
ASSURANT INC,www.assurant.com,157057.0,41.0,1989.0,8.0,15.242543,0.62917852
ASSURED GUARANTY LTD,www.assuredguaranty.com,157955.0,76.0,4975.0,3.0,21.236017,1.2839001
ASTEA INTERNATIONAL INC,www.astea.com,61069.0,75.0,3323.0,2.0,17.724644,1.1992152
ASTEC INDUSTRIES INC,www.astecindustries.com,12262.0,1.0,59.540001000000004,0.0,18.767817,-0.32930338
ASTRAZENECA PLC,www.astrazeneca.com,28272.0,21.0,1070.0,0.0,20.037138,0.84522521
ASTRONICS CORP,www.astronics.com,1823.0,22.0,1092.0,2.0,17.437376,-0.059715774000000006
ASTRONOVA INC,www.astronovainc.com,1820.0,73.0,5144.0,1.0,14.118846,0.94359267
GRUPO AEROPORTUARIO SURESTE,www.asur.com.mx,140045.0,25.0,1598.0,2.0,22.300442,0.69234002
ASURE SOFTWARE INC,www.asuresoftware.com,25138.0,99.0,5595.0,6.0,17.070047,0.96556288
AMERICAN STATES WATER CO,www.aswater.com,9849.0,11.0,681.0,0.0,22.978245,-0.29643345
ATAC RESOURCES LTD,www.atacresources.com,142150.0,4.0,120.0,0.0,16.976343,-0.15963328
AMERICA FIRST MULTIFAMILY-LP,www.ataxfund.com,16641.0,6.0,194.0,0.0,13.033927,-0.3126972
ATCO LTD  -CL I,www.atco.com,1828.0,21.0,751.0,1.0,23.506216000000002,0.53039348
ATENTO SA,www.atento.com,20496.0,38.0,2722.0,1.0,22.58309,0.081827544
ATHABASCA OIL CORP,www.atha.com,184651.0,15.0,687.0,0.0,17.838514,-0.39811993
ATHABASCA MINERALS INC,www.athabascaminerals.com,166272.0,4.0,223.0,0.0,15.288312,-0.7295233
ATHENAHEALTH INC,www.athenahealth.com,177930.0,24.0,1522.0,28.0,16.870082999999997,-0.14377688
ATHENE HOLDING LTD,www.athene.com,318728.0,23.0,862.0,3.0,16.19455,0.17669086
ATHENS BANCSHARES CORP,www.athensfederal.com,184117.0,5.0,348.0,13.0,25.537382,-0.45155391
ATHERSYS INC,www.athersys.com,176017.0,22.0,1282.0,5.0,16.486624,-0.6798811
AT HOME GROUP INC,www.athome.com,26144.0,53.0,2927.0,18.0,14.981357999999998,0.96934754
ALLEGHENY TECHNOLOGIES INC,www.atimetals.com,10405.0,10.0,461.0,0.0,13.020059,-0.76702935
ATKORE INTL GROUP INC,www.atkore.com,27014.0,18.0,1077.0,1.0,17.235160999999998,-0.27085781
ATLANTIC AMERICAN CORP,www.atlam.com,16671.0,16.0,1548.0,0.0,17.247316,-0.66224927
ATLANTICA YIELD PLC,www.atlanticayield.com,20130.0,38.0,1812.0,0.0,20.617577,0.61722648
