Title,Pages,Posted,Author,Date Written,University,Downloads,Abstract Views,Rank,Citation,Refrences,Abstract,Keywords,Citation Links,Download Link,Online PDF Link,Url,Related Journals,Related Journals Link,JEL Classification,Readers,Exports Save,News Mentions,"Share, Likes and comments",Tweets
Life-Cycle Finance in Theory and in Practice,15 Pages,Posted: 13 Jun 2002,Zvi BodieZvi BodieRobert C. MertonZvi BodieWilliam F. SamuelsonZvi BodieDwight B. CraneJames M. PoterbaDavid A. WiseCoen N. TeulingsCasper G. De VriesCasper G. De VriesCoen N. TeulingsZvi BodieDwight B. CraneValery PolkovnichenkoZvi BodieJonathan TreussardKyoung Jin ChoiGyoocheol Shim,"
		
		
			
		
		

		
		
		
		
	Date Written: April 2002 life-cycle finance, personal investing, personal financial planning, Markowitz paradigm, Mertonian paradigm D11, D91, E21, G11, J2, J26
		
		
	",Boston University - Department of Finance & Economics,6191.0,22252.0,1393.0,"
		
			Bodie,  Zvi, Life-Cycle Finance in Theory and in Practice (April 2002). Boston University School of Management Working Paper No. 2002-02,  Available at SSRN:  or 
		
	",22.0,"This paper draws upon the modern science of finance to address several important practical issues in personal finance. Chief among these is how much to save for retirement and how to invest those savings. The paper suggests ways that advances in the theory of finance combined with innovations in financial contracting technology might be used to improve social welfare by designing and producing a new generation of user-friendly life-cycle products for consumers. It contrasts the old Markowitz single-period paradigm of efficient diversification with a new Mertonian paradigm that takes account of multi-period hedging, labor supply flexibility, and habit formation. "," life-cycle finance, personal investing, personal financial planning, Markowitz paradigm, Mertonian paradigm",https://ssrn.com/abstract=313619http://dx.doi.org/10.2139/ssrn.313619 ,Delivery.cfm/SSRN_ID313619_code020613500.pdf?abstractid=313619&mirid=1,Delivery.cfm/SSRN_ID313619_code020613500.pdf?abstractid=313619&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=313619,"Boston University Questrom School of Business Research Paper Series,Risk Management eJournal,Behavioral & Experimental Finance eJournal,History of Finance eJournal,Labor: Personnel Economics eJournal,Employee Benefits, Compensation & Pension Law eJournal,Investments eJournal,Retirement Planning eJournal,Household Financial Planning eJournal,Psychology & Human Decision-Making eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1272791,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1492472,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1504395,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1205671,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1480989,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=237587,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3473453,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3473473,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3473260,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3477541"," D11, D91, E21, G11, J2, J26",73,59,2,0,0
What Do We Know About the Profitability of Technical Analysis?What Do We Know About the Profitability of Technical Analysis?,41 Pages,Posted: 15 Aug 2007,Scott H. IrwinCheol-Ho ParkChristopher J. NeelyPaul A. WellerWilliam H. BransonDale W. HendersonRichard M. LevichLee R. ThomasBlake LebaronBlake LebaronAndrew W. LoHarry MamayskyChristopher J. NeelyAndrew W. LoA. Craig MackinlayDerek R. WhiteJohn OkunevChristopher J. NeelyPaul A. Weller,"
		
		
			
		
		

		
		
		
		
	
		
		
	",University of Illinois at Urbana-ChampaignChungbuk National University,44.0,9420.0,,"
		
			Irwin,  Scott and Park,  Cheol-Ho, What Do We Know About the Profitability of Technical Analysis?. Journal of Economic Surveys, Vol. 21, No. 4, pp. 786-826, September 2007,  Available at SSRN:  or 
		
	",173.0,"The purpose of this paper is to review the evidence on the profitability of technical analysis. The empirical literature is categorized into two groups, early and modern studies, according to the characteristics of testing procedures. Early studies indicate that technical trading strategies are profitable in foreign exchange markets and futures markets, but not in stock markets. Modern studies indicate that technical trading strategies consistently generate economic profits in a variety of speculative markets at least until the early 1990s. Among a total of 95 modern studies, 56 studies find positive results regarding technical trading strategies, 20 studies obtain negative results, and 19 studies indicate mixed results. Despite the positive evidence on the profitability of technical trading strategies, most empirical studies are subject to various problems in their testing procedures, e.g. data snooping, ex post selection of trading rules or search technologies, and difficulties in estimation of risk and transaction costs. Future research must address these deficiencies in testing in order to provide conclusive evidence on the profitability of technical trading strategies. ",,https://ssrn.com/abstract=1006275http://dx.doi.org/10.1111/j.1467-6419.2007.00519.x ,https://www.ssrn.com/index.cfm/en/Announcements-Jobs/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1006275,"Capital Markets: Market Efficiency eJournal,Wiley-Blackwell: Journal of Economic Surveys,International Finance eJournal,History of Finance eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1504403,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=306221,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1508744,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1205671",,349,301,2,0,7
An Examination of the Reliability of Prestigious Scholarly Journals: Evidence and Implications for Decision-MakersAn Examination of the Reliability of Prestigious Scholarly Journals: Evidence and Implications for Decision-Makers,11 Pages,Posted: 13 Jan 2007,Andrew J. OswaldBruno S. FreyWilliam H. StarbuckDavid N. LabandRobert D. TollisonAndrew J. OswaldJọo Ricardo FariaYolanda K. KodrzyckiPingkang David YuHendrik P. Van DalenKene HenkensRichard L. DaftArie Y. LewinKostas AxarloglouVasilis TheoharakisBruno S. FreyKatja Rost,"
		
		
			
		
		

		
		
		
		
	
		
	
		
		
	",University of Warwick - Department of Economics; IZA Institute of Labor Economics,25.0,2103.0,,"
		
			Oswald,  Andrew J., An Examination of the Reliability of Prestigious Scholarly Journals: Evidence and Implications for Decision-Makers. Economica, Vol. 74, No. 293, pp. 21-31, February 2007,  Available at SSRN:  or 
		
	",26.0,Scientific-funding bodies are increasingly under pressure to use journal rankings to measure research quality. Hiring and promotion committees routinely hear an equivalent argument: 'this is important work because it is to be published in prestigious journal X'. But how persuasive is such an argument? This paper examines data on citations to articles published 25 years ago. It finds that it is better to write the best article published in an issue of a medium-quality journal such as the OBES than all four of the worst four articles published in an issue of an elite journal like the AER. Decision-makers need to understand this. ,,https://ssrn.com/abstract=956975http://dx.doi.org/10.1111/j.1468-0335.2006.00575.x ,https://www.ssrn.com/index.cfm/en/Announcements-Jobs/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=956975,"Wiley-Blackwell: Economica,IO: Theory eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=306419,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1475445",,78,47,2,0,0
'With Friends Like These...': Toward a More Efficacious Response to Affinity-Based Securities and Investment Fraud,58 Pages,Posted: 31 Jul 2006,Lisa M. FairfaxHenry S. SchneiderPaulina OlivaLoukas BalafoutasAdrian BeckLoukas BalafoutasAdrian BeckLamar PierceJason SnyderVictor Manuel BennettLamar PierceLamar PierceMichael W. ToffelSimon P. AndersonAndre De PalmaAndreas LeibbrandtJohn A. List,"
		
		
			
		
		

		
		
		
		
	 securities fraud, investment fraud, affinity fraud
		
		
	",George Washington University - Law School,203.0,2520.0,183029.0,"
		
			Fairfax,  Lisa M., 'With Friends Like These...': Toward a More Efficacious Response to Affinity-Based Securities and Investment Fraud. Georgia Law Review, Vol. 36, p. 63, 2001, U of Maryland Legal Studies Research Paper No. 921074,  Available at SSRN: 
		
	",,"This article highlights the increase in affinity fraud - securities and investment fraud targeting members of a particular racial or ethnic group perpetrated either by a member of that group or someone claiming to advance the groups' interests.  Affinity fraud differs from other forms of securities fraud because perpetrators establish their credibility and the credibility of their investment schemes by appealing to the trust that group members share, often promising that some of the invested funds will be used to assist the group's church or ethnic community.  This reliance on group trust and sense of community persuades otherwise cautious people to participate in these fraudulent investment schemes.  These schemes fleece people out of millions of dollars and have drawn the concern of state regulators around the country, causing such regulators to rank it among the top five most problematic securities schemes.  This Article argues that the fact that these securities schemes prey on people's charitable impulses and sense of group trust justifies enhancing the punishment of those who commit affinity fraud. "," securities fraud, investment fraud, affinity fraud",https://ssrn.com/abstract=921074,Delivery.cfm/SSRN_ID921074_code331187.pdf?abstractid=921074&mirid=1,Delivery.cfm/SSRN_ID921074_code331187.pdf?abstractid=921074&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=921074,"University of Maryland Francis King Carey School of Law Legal Studies Research Paper Series,Consumer Financial Fraud eJournal,CSR & Management Practice eJournal,Consumer Legal & Oversight eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=364780,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2724783,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2001596,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3473219",,1,0,2,0,0
Optimal Task Design: To Integrate or Separate Planning and Implementation?Optimal Task Design: To Integrate or Separate Planning and Implementation?,22 Pages,Posted: 8 May 2006,Fahad KhalilDoyoung KimDongsoo ShinDenis GrombDavid MartimortChristian LauxIsabelle BrocasJuan D. CarrilloIsabelle BrocasJuan D. CarrilloMarkus WalzlEberhard FeessIsabelle BrocasJuan D. CarrilloJames DowClara C. RaposoJeffrey Lynch HarrisonDoh-shin JeonJames M. Malcomson,"
		
		
			
		
		

		
		
		
		
	
		
		
	",University of Washington - Department of Economics; CESifo (Center for Economic Studies and Ifo Institute)Sogang University - Department of EconomicsSanta Clara University - Leavey School of Business,25.0,762.0,,"
		
			Khalil,  Fahad and Kim,  Doyoung and Shin,  Dongsoo, Optimal Task Design: To Integrate or Separate Planning and Implementation?. Journal of Economics & Management Strategy, Vol. 15, pp. 457-478, Summer 2006,  Available at SSRN:  or 
		
	",24.0,"Integrating planning and implementation, by having one agent perform both tasks, may be effective in encouraging planning activity whose outcome is not observable. Emphasizing its information-generating role, we find that planning activity is best encouraged by partially integrating the tasks. This is because the value of information is nonmonotonic in the degree of task integration. Therefore, the threat of using a second agent to implement the project may relax the moral hazard constraint associated with the planning task. The project size is distorted to increase the value of information, and there can be overinvestment relative to the first best.    
Integrating planning and implementation, by having one agent perform both tasks, may be effective in encouraging planning activity whose outcome is not observable. Emphasizing its information-generating role, we find that planning activity is best encouraged by partially integrating the tasks. This is because the value of information is nonmonotonic in the degree of task integration. Therefore, the threat of using a second agent to implement the project may relax the moral hazard constraint associated with the planning task. The project size is distorted to increase the value of information, and there can be overinvestment relative to the first best. ",,https://ssrn.com/abstract=899192http://dx.doi.org/10.1111/j.1530-9134.2006.00107.x ,https://www.ssrn.com/index.cfm/en/Announcements-Jobs/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=899192,"Behavioral & Experimental Finance eJournal,Corporate Finance: Governance, Corporate Control & Organization eJournal,IO: Productivity, Innovation & Technology eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1504395,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1508972,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1475473",,13,48,2,0,0
'The Most Glorious Story of Failure in the Business:' the Studebaker-Packard Corporation and the Origins of Erisa,57 Pages,Posted: 13 Nov 2001,James A. WootenZvi BodieRobert C. MertonZvi BodieRobert C. MertonGordon L. ClarkCass R. SunsteinCass R. SunsteinAshby MonkAshby MonkRonald CapelleHubert LumGordon L. ClarkRoger UrwinGordon L. ClarkRoger Urwin,"
		
		
			
		
		

		
		
		
		
	
		
		
	",University at Buffalo Law School,1849.0,15536.0,10746.0,"
		
			Wooten,  James A., 'The Most Glorious Story of Failure in the Business:' the Studebaker-Packard Corporation and the Origins of Erisa.  Available at SSRN:  or 
		
	",76.0,"The Studebaker-Packard Corporation occupies a distinctive place in the lore of the Employee Retirement Income Security Act of 1974. No single event is more closely associated with ERISA than the shutdown of the Studebaker plant in South Bend, Indiana. Soon after the plant closed in December 1963, Studebaker terminated the retirement plan for hourly workers, and the plan defaulted on its obligations. The plight of Studebaker employees quickly emerged as a symbol of the need for pension reform. This article examines the history of the Studebaker-Packard Corporation to understand why and how the shutdown came to play a role in the political history of ERISA. Briefly, the shutdown played an important role in pension reform because the United Auto Workers union was prepared to take advantage of the political opportunity the shutdown created. By the time the plant closed, the UAW was well aware that ""default risk"" - the risk that a pension plan will terminate without enough funds to meet its obligations - threatened union members. Studebaker-Packard had terminated the retirement plan for employees of the former Packard Motor Car Company in 1958. Packard workers got even less than their counterparts at Studebaker would receive in 1964. The Packard termination convinced UAW president Walter Reuther that the union needed to protect its members from default risk. In the early 1960s, the UAW devised a remedy - a proposal for ""pension reinsurance"" - that is a precursor of the termination-insurance program created by Title IV of ERISA. The Studebaker shutdown gave the union an opportunity to move default risk and termination insurance onto the legislative agenda. The success of this effort in agenda-setting indelibly linked Studebaker to the cause of pension reform. ",,https://ssrn.com/abstract=290812http://dx.doi.org/10.2139/ssrn.290812 ,Delivery.cfm/SSRN_ID290812_code011113100.pdf?abstractid=290812&mirid=1,Delivery.cfm/SSRN_ID290812_code011113100.pdf?abstractid=290812&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=290812,"University at Buffalo School of Law Legal Studies Research Paper Series,Employment Law eJournal,Employee Benefits, Compensation & Pension Law eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=818584,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=237464,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=237587",,11,6,2,9,8
Silence and the Racial Dimension of Megan's Law,61 Pages,Posted: 15 Jan 2005,Daniel M. FillerMichel RosenfeldNeve GordonDani FilcSandra Berns,"
		
		
			
		
		

		
		
		
		
	 Megan's Law, community notification, privacy, equal protection, race, silence, racism, criminal law
		
		
	",Drexel University Thomas R. Kline School of Law,349.0,6603.0,105560.0,"
		
			Filler,  Daniel M., Silence and the Racial Dimension of Megan's Law.  Available at SSRN: 
		
	",16.0,"In the last decade of the twentieth century, every state adopted a new criminal offender community notification law. While critics challenged these provisions on a number of grounds, one potential consequential cost of these laws received no attention: the possibility that they might disparately impose their significant burdens on racial minorities and, particularly, African-Americans. This article breaks this silence about race and Megan's Laws, establishing that community notification provisions do have a significantly disparate racial impact. Using newly gathered statistical data, across multiple jurisdictions, it shows that African-Americans are over-represented on these public registries of criminals. It considers how the contours of these provisions may promote this result, and also explores why this disparity is consequential.    
Moving from an empirical study of these provisions, the article then investigates the reasons why race concerns never surfaced in the community notification debates. Given the centrality of racial critiques in the criminal law literature, one might have expected legislators, advocates, or at least scholars to have investigated this issue previously. The article suggests several reasons for this remarkable silence, including the narrow scope of equal protection doctrine, failures of legislatures to demand transparency about race, social phenomena such as moral panics and availability cascades, and the framing of Megan's Laws as an answer to white-on-white crime. It then offers suggestions for doctrinal, legislative, and scholarly moves that increase the transparency of race issues, exposing them to fuller democratic debate. "," Megan's Law, community notification, privacy, equal protection, race, silence, racism, criminal law",https://ssrn.com/abstract=648261,Delivery.cfm/SSRN_ID648261_code254274.pdf?abstractid=648261&mirid=1,Delivery.cfm/SSRN_ID648261_code254274.pdf?abstractid=648261&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=648261,"University of Alabama School of Law Legal Studies Research Paper Series,U.S. Constitutional Law: Rights & Liberties eJournal,Law & Humanities eJournal,Criminology eJournal,Corrections & Sentencing Law & Policy eJournal,Philosophy of Law eJournal,Discrimination, Law & Justice eJournal,Law & Society: Public Law - Crime, Criminal Law, & Punishment eJournal,Law & Society: Private Law - Discrimination Law eJournal,Political Institutions: Bureaucracies & Public Administration eJournal,Political Behavior: Race, Ethnicity & Identity Politics eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=532721,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=945710,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=420800,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=930467,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=930437,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=985624,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=157510,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=991891,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=991437,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=999192,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=999052",,1,10,2,0,3
How Open Source Software Works: 'Free' User-to-User Assistance?,40 Pages,Posted: 19 Nov 2001,Eric A. von HippelKarim R. LakhaniJean TiroleJosh LernerJean TiroleJosh LernerJean TiroleJosh LernerBenjamin E. HermalinKarim R. LakhaniRobert G. WolfEric A. Von HippelGeorg Von KroghJean TiroleJosh LernerJean TiroleJosh LernerGeorg Von KroghSebastian SpaethJames E. Bessen,"
		
		
			
		
		

		
		
		
		
	Date Written: May 2000
		
		
	",Massachusetts Institute of Technology (MIT) - Sloan School of ManagementHarvard Business School - Technology and Operations Management Group; Harvard Institute for Quantitative Social Science; Harvard University - Berkman Klein Center for Internet & Society,1073.0,11045.0,24852.0,"
		
			von Hippel,  Eric and Lakhani,  Karim R., How Open Source Software Works: 'Free' User-to-User Assistance? (May 2000).  Available at SSRN:  or 
		
	",28.0,"Open source software products represent the leading edge of innovation development and diffusion systems conducted for and by users themselves - no manufacturer required. Research into this phenomenon has so far focused on how the major tasks of software development are organized and motivated. But a complete user system requires the execution of ""mundane but necessary"" tasks as well. In this paper, we explore how the mundane but necessary task of field support for open source Apache server software is organized, and how and why users are motivated to participate in providing it. We find that the present system works well and that information providers are largely rewarded by benefits directly received from a related task. We also find, however, that the present help system is by and for only a few - and that changes would be needed if and as volume increases. General lessons for user-based innovation systems includes the clear willingness of users to openly reveal their proprietary information. This bodes well for the efficiency of user-only innovation systems. Open revealing is rational behavior if the information has low competitive value and/or if information providers think that other users know the same thing they do, and would reveal the information if they did not. ",,https://ssrn.com/abstract=290305http://dx.doi.org/10.2139/ssrn.290305 ,Delivery.cfm/SSRN_ID290305_code011119590.pdf?abstractid=290305&mirid=1,Delivery.cfm/SSRN_ID290305_code011119590.pdf?abstractid=290305&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=290305,"MIT Sloan School of Management Working Paper Series,Harvard Business School: Technology & Operations Management Unit Working Paper Series,IO: Productivity, Innovation & Technology eJournal,Economics of Innovation eJournal,Diffusion of Innovation eJournal,Sources of Innovation eJournal,Environment for Innovation eJournal,Sociology of Innovation eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=264151,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1015348,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1475473,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2009016,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2011887,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2011220,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2010572,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2009485",,17,8,2,0,0
Production-Based Measures of Risk for Asset Pricing,31 Pages,Posted: 15 Mar 2006,Frederico BeloJonathan BerkRichard C. GreenLu ZhangJohn H. CochraneJoao F. GomesLeonid KoganJoao F. GomesLeonid KoganK.c. John WeiFeixue XieK.c. John WeiFeixue XieSheridan TitmanK. C. John WeiMurray CarlsonAdlai J. FisherEugene F. FamaKenneth R. French,"
		
		
			
		
		

		
		
			
		
		
	Date Written: September 3, 2010 Production-Based Asset Pricing, Production Under Uncertainty, Cross-Sectional Asset Pricing, Marginal Rate of Transformation E23, E44, G1, G12
		
		
	",INSEAD; Centre for Economic Policy Research (CEPR),1178.0,4243.0,21695.0,"
		
			Belo,  Frederico, Production-Based Measures of Risk for Asset Pricing (September 3, 2010). Journal of Monetary Economics, Vol. 57, No. 2, 2010,  Available at SSRN: 
		
	",51.0,"A stochastic discount factor for asset returns is recovered from equilibrium marginal rates of transformation inferred from producers'  first-order conditions. The marginal rate of transformation implies a novel macro-factor asset pricing model that does a reasonable job explaining the cross-sectional variation in average stock returns with plausible parameter values. Using a exible representation of firms' production technology, producers' ability to transform output across states of nature is estimated to be high, in contrast with what is typically assumed in standard aggregate representations of firms' production technology. "," Production-Based Asset Pricing, Production Under Uncertainty, Cross-Sectional Asset Pricing, Marginal Rate of Transformation",https://ssrn.com/abstract=890956,Delivery.cfm/SSRN_ID1671609_code592416.pdf?abstractid=890956&mirid=1,Delivery.cfm/SSRN_ID1671609_code592416.pdf?abstractid=890956&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=890956,"American Finance Association Meetings (AFA),Wharton Research Data Services (WRDS) Research Paper Series","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=239868,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2914615"," E23, E44, G1, G12",2,1,2,0,0
Testing for Weak Instruments in Linear IV Regression,73 Pages,Posted: 2 Apr 2003,James H. StockMotohiro YogoDouglas StaigerJames H. StockJames H. StockMotohiro YogoJames H. StockJonathan H. WrightJohn SheaCharles R. NelsonRichard StartzCharles R. NelsonRichard StartzJinyong HahnJerry A. HausmanJohn C. ChaoNorman R. SwansonJanet CurrieDuncan ThomasJames H. StockMotohiro Yogo,"
		
		
			
		
		

		
		
			
		
		
	
		
	Date Written: November 2002
		
		
	",Harvard University - Department of Economics; National Bureau of Economic Research (NBER); Harvard University - Harvard Kennedy School (HKS)Princeton University - Department of Economics; National Bureau of Economic Research,294.0,5488.0,5311.0,"
		
			Stock,  James H. and Yogo,  Motohiro, Testing for Weak Instruments in Linear IV Regression (November 2002). NBER Working Paper No. t0284,  Available at SSRN: 
		
	",25.0,"Weak instruments can produce biased IV estimators and hypothesis tests with large size distortions. But what, precisely, are weak instruments, and how does one detect them in practice? This paper proposes quantitative definitions of weak instruments based on the maximum IV estimator bias, or the maximum Wald test size distortion, when there are multiple endogenous regressors. We tabulate critical values that enable using the first-stage F-statistic (or, when there are multiple endogenous regressors, the Cragg-Donald (1993) statistic) to test whether given instruments are weak. A technical contribution is to justify sequential asymptotic approximations for IV statistics with many weak instruments. ",,https://ssrn.com/abstract=346941,Delivery.cfm/nber_t0284.pdf?abstractid=346941&mirid=1,Delivery.cfm/nber_t0284.pdf?abstractid=346941&mirid=1&type=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=346941,NBER Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=208253,,2,8,2,0,0
Why Do People Give Interest-Free Loans to the Government? An Experimental Study of Interim Tax Payments,Posted: 12 Sep 1999,,Benjamin C. AyersSteven J. KachelmeierJohn R. Robinson,"
		
		
		

		
		
		
		
	 H24, M40
		
		
	",University of GeorgiaUniversity of Texas at AustinTexas A&M University - Department of Accounting; Texas A&M University,1892.0,,,"
		
			Ayers,  Benjamin C. and Kachelmeier,  Steven J. and Robinson,  John R., Why Do People Give Interest-Free Loans to the Government? An Experimental Study of Interim Tax Payments.  Available at SSRN: 
		
	",,"Taxpayers remit through withholding and estimated tax payments substantially more than the amounts assessed upon filing of returns. Some excess payments may reflect involuntary institutional features (e.g., default withholding rules), but there may also be voluntary excess remittances reflecting taxpayer preferences. Our study uses a case-based experiment administered to 162 work-experienced MBA student volunteers to investigate such preferences in an environment stripped of transaction costs and sources of confusion regarding minimum payment provisions. In addition, we use a factorial design to explore the sensitivity of taxpayer interim payment preferences to tax policy considerations involving uncertainty, payment form, and experience.     
We present three related arguments for why taxpayers might prefer interim payment patterns that violate strict adherence to the time value of money. First, if taxpayers adopt a reference point of covering the end-of-year tax bill with their interim payments, the alternative of delaying payment in order to receive a larger sum now may be perceived as an unattractive prospect (Shelley 1993; Loewenstein 1988). Second, the dread phenomenon may explain why people often express preferences to get a negative outcome over with rather than anticipate its future occurrence (Loewenstein and Thaler 1992; Loewenstein 1987). Finally, taxpayers may view excess interim payments as a form of forced savings, anticipating their limited self-control (Shefrin and Thaler 1992; Thaler and Shefrin 1981; Schelling 1984). All three arguments offer consistent predictions in our setting, offering theoretical reasons why policy makers should consider taxpayers' preferences when formulating policies involving interim tax remittances.    
The experiment involved asking participants to indicate desired quarterly tax remittances for a hypothetical case in which a taxpayer expected $16,000 of tax on an annual income of $80,000. We manipulated the uncertainty associated with the end-of-year tax liability by adding a description of the annual tax liability in a worst-case scenario. The form of payment was either withholding from wages or estimated tax installments. We also assessed the effects of self-reported taxpaying experience on taxpayer preferences. In all treatment conditions, case information indicated a minimum quarterly payment that would avoid any underpayment penalty (based on the prior-year tax liability). Participants basing decisions strictly on the time value of money would prefer to remit only this minimum amount in each of our treatment conditions.    
We find that 43 percent of the participants indicate a preference to pay more tax on an interim basis than the minimum necessary to avoid an underpayment penalty. Because participants are screened for case comprehension, we interpret this frequency as reflecting genuine preferences, not ignorance or confusion. We also find that participants' overpayment preferences are significantly more pronounced in cases where the current-year tax liability is more uncertain. This effect is different from risk aversion, because even the most risk averse taxpayer would be better off economically by paying the minimum possible to the government and investing any desired provision for taxes in a risk-free account. In contrast to the effect of uncertainty, we find that preferences for overpayment are robust to whether the payment form is withholding from wages or estimated tax installments. Finally, we find that taxpayer experience mitigates the general propensity to overpay and also mutes the influence of uncertainty. ",,https://ssrn.com/abstract=176228,https://www.ssrn.com/index.cfm/en/Announcements-Jobs/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=176228,"Tax Law: Tax Law & Policy eJournal,Behavioral & Experimental Economics eJournal","https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=221148,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1504263"," H24, M40",0,1,2,0,0
